lead_in_id,match_key,date,qualified_team_id,qualified_team_name,source_team_name,opponent_team_id,opponent_name,source_opponent_name,perspective,is_home_perspective,home_team,away_team,home_team_canonical,away_team_canonical,team_score,opponent_score,goal_difference,team_elo_start,opponent_elo_start,team_elo_delta,result,tournament,city,country,neutral,days_before_tournament,goalscorer_events_for_team,goalscorer_events_for_opponent,penalty_goal_events_for_team,penalty_goal_events_for_opponent,own_goal_events_for_team,own_goal_events_for_opponent,decided_by_shootout,shootout_winner,shootout_first_shooter,tournament_id,match_id,match_number,stage,status
lead_in_010604,1981-11-01|Mexico|Cuba,1981-11-01,MEX,Mexico,Mexico,,Cuba,Cuba,home,True,Mexico,Cuba,Mexico,Cuba,4,0,4,1676.0,1607.0,38.0,win,CONCACAF Championship,Tegucigalpa,Honduras,True,16293,4,0,0,0,0,0,False,,,1981_concacaf_championship,1981-11-01|Mexico|Cuba,,CONCACAF Championship,completed
lead_in_010605,1981-11-01|Senegal|Morocco,1981-11-01,SEN,Senegal,Senegal,MAR,Morocco,Morocco,home,True,Senegal,Morocco,Senegal,Morocco,2,0,2,1524.0,1659.0,17.0,win,Friendly,Dakar,Senegal,False,16293,0,0,0,0,0,0,False,,,1981_friendly,1981-11-01|Senegal|Morocco,,Friendly,completed
lead_in_010606,1981-11-01|Senegal|Morocco,1981-11-01,MAR,Morocco,Morocco,SEN,Senegal,Senegal,away,False,Senegal,Morocco,Senegal,Morocco,0,2,-2,1659.0,1524.0,-17.0,loss,Friendly,Dakar,Senegal,False,16293,0,0,0,0,0,0,False,,,1981_friendly,1981-11-01|Senegal|Morocco,,Friendly,completed
lead_in_010607,1981-11-02|Canada|El Salvador,1981-11-02,CAN,Canada,Canada,,El Salvador,El Salvador,home,True,Canada,El Salvador,Canada,El Salvador,1,0,1,1596.0,1555.0,22.0,win,CONCACAF Championship,Tegucigalpa,Honduras,True,16292,1,0,0,0,0,0,False,,,1981_concacaf_championship,1981-11-02|Canada|El Salvador,,CONCACAF Championship,completed
lead_in_010608,1981-11-03|Honduras|Haiti,1981-11-03,HAI,Haiti,Haiti,,Honduras,Honduras,away,False,Honduras,Haiti,Honduras,Haiti,0,4,-4,1529.0,1564.0,-30.0,loss,CONCACAF Championship,Tegucigalpa,Honduras,False,16291,0,4,0,0,0,0,False,,,1981_concacaf_championship,1981-11-03|Honduras|Haiti,,CONCACAF Championship,completed
lead_in_010609,1981-11-04|Saudi Arabia|Kuwait,1981-11-04,KSA,Saudi Arabia,Saudi Arabia,,Kuwait,Kuwait,home,True,Saudi Arabia,Kuwait,Saudi Arabia,Kuwait,0,1,-1,1491.0,1631.0,-18.0,loss,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,16290,0,1,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-04|Saudi Arabia|Kuwait,,FIFA World Cup qualification,completed
lead_in_010610,1981-11-06|Canada|Haiti,1981-11-06,CAN,Canada,Canada,HAI,Haiti,Haiti,home,True,Canada,Haiti,Canada,Haiti,1,1,0,1618.0,1499.0,-8.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16288,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-06|Canada|Haiti,,CONCACAF Championship,completed
lead_in_010611,1981-11-06|Canada|Haiti,1981-11-06,HAI,Haiti,Haiti,CAN,Canada,Canada,away,False,Canada,Haiti,Canada,Haiti,1,1,0,1499.0,1618.0,8.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16288,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-06|Canada|Haiti,,CONCACAF Championship,completed
lead_in_010612,1981-11-06|Mexico|El Salvador,1981-11-06,MEX,Mexico,Mexico,,El Salvador,El Salvador,home,True,Mexico,El Salvador,Mexico,El Salvador,0,1,-1,1714.0,1533.0,-37.0,loss,CONCACAF Championship,Tegucigalpa,Honduras,True,16288,0,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-06|Mexico|El Salvador,,CONCACAF Championship,completed
lead_in_010613,1981-11-08|Tunisia|Cameroon,1981-11-08,TUN,Tunisia,Tunisia,,Cameroon,Cameroon,home,True,Tunisia,Cameroon,Tunisia,Cameroon,1,1,0,1656.0,1545.0,-5.0,draw,Friendly,Tunis,Tunisia,False,16286,0,0,0,0,0,0,False,,,1981_friendly,1981-11-08|Tunisia|Cameroon,,Friendly,completed
lead_in_010614,1981-11-11|Argentina|Czechoslovakia,1981-11-11,ARG,Argentina,Argentina,,Czechoslovakia,Czechoslovakia,home,True,Argentina,Czechoslovakia,Argentina,Czechoslovakia,1,1,0,2014.0,1885.0,-6.0,draw,Friendly,Buenos Aires,Argentina,False,16283,0,0,0,0,0,0,False,,,1981_friendly,1981-11-11|Argentina|Czechoslovakia,,Friendly,completed
lead_in_010615,1981-11-11|Bulgaria|Austria,1981-11-11,AUT,Austria,Austria,,Bulgaria,Bulgaria,away,False,Bulgaria,Austria,Bulgaria,Austria,0,0,0,1901.0,1741.0,-3.0,draw,FIFA World Cup qualification,Sofia,Bulgaria,False,16283,0,0,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-11|Bulgaria|Austria,,FIFA World Cup qualification,completed
lead_in_010616,1981-11-11|Haiti|Mexico,1981-11-11,HAI,Haiti,Haiti,MEX,Mexico,Mexico,home,True,Haiti,Mexico,Haiti,Mexico,1,1,0,1507.0,1677.0,11.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16283,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-11|Haiti|Mexico,,CONCACAF Championship,completed
lead_in_010617,1981-11-11|Haiti|Mexico,1981-11-11,MEX,Mexico,Mexico,HAI,Haiti,Haiti,away,False,Haiti,Mexico,Haiti,Mexico,1,1,0,1677.0,1507.0,-11.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16283,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-11|Haiti|Mexico,,CONCACAF Championship,completed
lead_in_010618,1981-11-11|Switzerland|Romania,1981-11-11,SUI,Switzerland,Switzerland,,Romania,Romania,home,True,Switzerland,Romania,Switzerland,Romania,0,0,0,1663.0,1767.0,0.0,draw,FIFA World Cup qualification,Bern,Switzerland,False,16283,0,0,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-11|Switzerland|Romania,,FIFA World Cup qualification,completed
lead_in_010619,1981-11-12|Honduras|Canada,1981-11-12,CAN,Canada,Canada,,Honduras,Honduras,away,False,Honduras,Canada,Honduras,Canada,1,2,-1,1610.0,1619.0,-17.0,loss,CONCACAF Championship,Tegucigalpa,Honduras,False,16282,1,2,0,0,0,0,False,,,1981_concacaf_championship,1981-11-12|Honduras|Canada,,CONCACAF Championship,completed
lead_in_010620,1981-11-12|Saudi Arabia|China PR,1981-11-12,KSA,Saudi Arabia,Saudi Arabia,,China PR,China PR,home,True,Saudi Arabia,China PR,Saudi Arabia,China PR,2,4,-2,1473.0,1623.0,-18.0,loss,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,16282,2,4,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-12|Saudi Arabia|China PR,,FIFA World Cup qualification,completed
lead_in_010621,1981-11-15|Haiti|Cuba,1981-11-15,HAI,Haiti,Haiti,,Cuba,Cuba,home,True,Haiti,Cuba,Haiti,Cuba,0,2,-2,1518.0,1546.0,-34.0,loss,CONCACAF Championship,Tegucigalpa,Honduras,True,16279,0,2,0,0,0,1,False,,,1981_concacaf_championship,1981-11-15|Haiti|Cuba,,CONCACAF Championship,completed
lead_in_010622,1981-11-15|Mexico|Canada,1981-11-15,MEX,Mexico,Mexico,CAN,Canada,Canada,home,True,Mexico,Canada,Mexico,Canada,1,1,0,1666.0,1593.0,-5.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16279,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-15|Mexico|Canada,,CONCACAF Championship,completed
lead_in_010623,1981-11-15|Mexico|Canada,1981-11-15,CAN,Canada,Canada,MEX,Mexico,Mexico,away,False,Mexico,Canada,Mexico,Canada,1,1,0,1593.0,1666.0,5.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16279,1,1,0,0,0,0,False,,,1981_concacaf_championship,1981-11-15|Mexico|Canada,,CONCACAF Championship,completed
lead_in_010624,1981-11-15|Morocco|Cameroon,1981-11-15,MAR,Morocco,Morocco,,Cameroon,Cameroon,home,True,Morocco,Cameroon,Morocco,Cameroon,0,2,-2,1642.0,1550.0,-45.0,loss,FIFA World Cup qualification,Kenitra,Morocco,False,16279,0,2,0,1,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-15|Morocco|Cameroon,,FIFA World Cup qualification,completed
lead_in_010625,1981-11-18|England|Hungary,1981-11-18,ENG,England,England,,Hungary,Hungary,home,True,England,Hungary,England,Hungary,1,0,1,1887.0,1821.0,11.0,win,FIFA World Cup qualification,London,England,False,16276,1,0,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|England|Hungary,,FIFA World Cup qualification,completed
lead_in_010626,1981-11-18|France|Netherlands,1981-11-18,FRA,France,France,NED,Netherlands,Netherlands,home,True,France,Netherlands,France,Netherlands,2,0,2,1869.0,1940.0,28.0,win,FIFA World Cup qualification,Paris,France,False,16276,2,0,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|France|Netherlands,,FIFA World Cup qualification,completed
lead_in_010627,1981-11-18|France|Netherlands,1981-11-18,NED,Netherlands,Netherlands,FRA,France,France,away,False,France,Netherlands,France,Netherlands,0,2,-2,1940.0,1869.0,-28.0,loss,FIFA World Cup qualification,Paris,France,False,16276,0,2,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|France|Netherlands,,FIFA World Cup qualification,completed
lead_in_010628,1981-11-18|Germany|Albania,1981-11-18,GER,Germany,Germany,,Albania,Albania,home,True,Germany,Albania,Germany,Albania,8,0,8,2106.0,1442.0,1.0,win,FIFA World Cup qualification,Dortmund,Germany,False,16276,8,0,1,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|Germany|Albania,,FIFA World Cup qualification,completed
lead_in_010629,1981-11-18|Poland|Spain,1981-11-18,ESP,Spain,Spain,,Poland,Poland,away,False,Poland,Spain,Poland,Spain,3,2,1,1851.0,1974.0,16.0,win,Friendly,Łódź,Poland,False,16276,0,0,0,0,0,0,False,,,1981_friendly,1981-11-18|Poland|Spain,,Friendly,completed
lead_in_010630,1981-11-18|Portugal|Scotland,1981-11-18,POR,Portugal,Portugal,SCO,Scotland,Scotland,home,True,Portugal,Scotland,Portugal,Scotland,2,1,1,1738.0,1870.0,22.0,win,FIFA World Cup qualification,Lisbon,Portugal,False,16276,2,1,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|Portugal|Scotland,,FIFA World Cup qualification,completed
lead_in_010631,1981-11-18|Portugal|Scotland,1981-11-18,SCO,Scotland,Scotland,POR,Portugal,Portugal,away,False,Portugal,Scotland,Portugal,Scotland,1,2,-1,1870.0,1738.0,-22.0,loss,FIFA World Cup qualification,Lisbon,Portugal,False,16276,1,2,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-18|Portugal|Scotland,,FIFA World Cup qualification,completed
lead_in_010632,1981-11-19|China PR|Saudi Arabia,1981-11-19,KSA,Saudi Arabia,Saudi Arabia,,China PR,China PR,away,False,China PR,Saudi Arabia,China PR,Saudi Arabia,0,2,-2,1455.0,1641.0,-15.0,loss,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,16275,0,2,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-19|China PR|Saudi Arabia,,FIFA World Cup qualification,completed
lead_in_010633,1981-11-19|El Salvador|Haiti,1981-11-19,HAI,Haiti,Haiti,,El Salvador,El Salvador,away,False,El Salvador,Haiti,El Salvador,Haiti,0,1,-1,1484.0,1579.0,-18.0,loss,CONCACAF Championship,Tegucigalpa,Honduras,True,16275,0,1,0,1,0,0,False,,,1981_concacaf_championship,1981-11-19|El Salvador|Haiti,,CONCACAF Championship,completed
lead_in_010634,1981-11-21|Cuba|Canada,1981-11-21,CAN,Canada,Canada,,Cuba,Cuba,away,False,Cuba,Canada,Cuba,Canada,2,2,0,1598.0,1580.0,-1.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,True,16273,2,2,0,0,0,0,False,,,1981_concacaf_championship,1981-11-21|Cuba|Canada,,CONCACAF Championship,completed
lead_in_010635,1981-11-22|Germany|Bulgaria,1981-11-22,GER,Germany,Germany,,Bulgaria,Bulgaria,home,True,Germany,Bulgaria,Germany,Bulgaria,4,0,4,2107.0,1744.0,5.0,win,FIFA World Cup qualification,Düsseldorf,Germany,False,16272,4,0,1,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-22|Germany|Bulgaria,,FIFA World Cup qualification,completed
lead_in_010636,1981-11-22|Honduras|Mexico,1981-11-22,MEX,Mexico,Mexico,,Honduras,Honduras,away,False,Honduras,Mexico,Honduras,Mexico,0,0,0,1661.0,1625.0,5.0,draw,CONCACAF Championship,Tegucigalpa,Honduras,False,16272,0,0,0,0,0,0,False,,,1981_concacaf_championship,1981-11-22|Honduras|Mexico,,CONCACAF Championship,completed
lead_in_010637,1981-11-28|New Zealand|Saudi Arabia,1981-11-28,NZL,New Zealand,New Zealand,KSA,Saudi Arabia,Saudi Arabia,home,True,New Zealand,Saudi Arabia,New Zealand,Saudi Arabia,2,2,0,1546.0,1440.0,-11.0,draw,FIFA World Cup qualification,Auckland,New Zealand,False,16266,2,2,1,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-28|New Zealand|Saudi Arabia,,FIFA World Cup qualification,completed
lead_in_010638,1981-11-28|New Zealand|Saudi Arabia,1981-11-28,KSA,Saudi Arabia,Saudi Arabia,NZL,New Zealand,New Zealand,away,False,New Zealand,Saudi Arabia,New Zealand,Saudi Arabia,2,2,0,1440.0,1546.0,11.0,draw,FIFA World Cup qualification,Auckland,New Zealand,False,16266,2,2,0,1,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-28|New Zealand|Saudi Arabia,,FIFA World Cup qualification,completed
lead_in_010639,1981-11-29|Cameroon|Morocco,1981-11-29,MAR,Morocco,Morocco,,Cameroon,Cameroon,away,False,Cameroon,Morocco,Cameroon,Morocco,1,2,-1,1597.0,1595.0,-15.0,loss,FIFA World Cup qualification,Yaoundé,Cameroon,False,16265,1,2,1,1,0,0,False,,,1981_fifa_world_cup_qualification,1981-11-29|Cameroon|Morocco,,FIFA World Cup qualification,completed
lead_in_010640,1981-12-05|France|Cyprus,1981-12-05,FRA,France,France,,Cyprus,Cyprus,home,True,France,Cyprus,France,Cyprus,4,0,4,1897.0,1257.0,1.0,win,FIFA World Cup qualification,Paris,France,False,16259,4,0,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-12-05|France|Cyprus,,FIFA World Cup qualification,completed
lead_in_010641,1981-12-07|Kuwait|Saudi Arabia,1981-12-07,KSA,Saudi Arabia,Saudi Arabia,,Kuwait,Kuwait,away,False,Kuwait,Saudi Arabia,Kuwait,Saudi Arabia,0,2,-2,1451.0,1664.0,-8.0,loss,FIFA World Cup qualification,Kuwait City,Kuwait,False,16257,0,2,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-12-07|Kuwait|Saudi Arabia,,FIFA World Cup qualification,completed
lead_in_010642,1981-12-14|Kuwait|New Zealand,1981-12-14,NZL,New Zealand,New Zealand,,Kuwait,Kuwait,away,False,Kuwait,New Zealand,Kuwait,New Zealand,2,2,0,1535.0,1672.0,12.0,draw,FIFA World Cup qualification,Kuwait City,Kuwait,False,16250,2,2,0,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-12-14|Kuwait|New Zealand,,FIFA World Cup qualification,completed
lead_in_010643,1981-12-16|Bulgaria|Portugal,1981-12-16,POR,Portugal,Portugal,,Bulgaria,Bulgaria,away,False,Bulgaria,Portugal,Bulgaria,Portugal,2,5,-3,1760.0,1739.0,-14.0,loss,Friendly,Haskovo,Bulgaria,False,16248,0,0,0,0,0,0,False,,,1981_friendly,1981-12-16|Bulgaria|Portugal,,Friendly,completed
lead_in_010644,1981-12-16|Spain|Belgium,1981-12-16,ESP,Spain,Spain,BEL,Belgium,Belgium,home,True,Spain,Belgium,Spain,Belgium,2,0,2,1867.0,1931.0,13.0,win,Friendly,Valencia,Spain,False,16248,0,0,0,0,0,0,False,,,1981_friendly,1981-12-16|Spain|Belgium,,Friendly,completed
lead_in_010645,1981-12-16|Spain|Belgium,1981-12-16,BEL,Belgium,Belgium,ESP,Spain,Spain,away,False,Spain,Belgium,Spain,Belgium,0,2,-2,1931.0,1867.0,-13.0,loss,Friendly,Valencia,Spain,False,16248,0,0,0,0,0,0,False,,,1981_friendly,1981-12-16|Spain|Belgium,,Friendly,completed
lead_in_010646,1981-12-19|Saudi Arabia|New Zealand,1981-12-19,KSA,Saudi Arabia,Saudi Arabia,NZL,New Zealand,New Zealand,home,True,Saudi Arabia,New Zealand,Saudi Arabia,New Zealand,0,5,-5,1443.0,1547.0,-40.0,loss,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,16245,0,5,0,1,0,0,False,,,1981_fifa_world_cup_qualification,1981-12-19|Saudi Arabia|New Zealand,,FIFA World Cup qualification,completed
lead_in_010647,1981-12-19|Saudi Arabia|New Zealand,1981-12-19,NZL,New Zealand,New Zealand,KSA,Saudi Arabia,Saudi Arabia,away,False,Saudi Arabia,New Zealand,Saudi Arabia,New Zealand,5,0,5,1547.0,1443.0,40.0,win,FIFA World Cup qualification,Riyadh,Saudi Arabia,False,16245,5,0,1,0,0,0,False,,,1981_fifa_world_cup_qualification,1981-12-19|Saudi Arabia|New Zealand,,FIFA World Cup qualification,completed
lead_in_010648,1981-12-29|United Arab Emirates|Tunisia,1981-12-29,TUN,Tunisia,Tunisia,,United Arab Emirates,United Arab Emirates,away,False,United Arab Emirates,Tunisia,United Arab Emirates,Tunisia,4,1,3,1652.0,1106.0,2.0,win,Friendly,Al Ain,United Arab Emirates,False,16235,0,0,0,0,0,0,False,,,1981_friendly,1981-12-29|United Arab Emirates|Tunisia,,Friendly,completed
lead_in_010649,1982-01-10|China PR|New Zealand,1982-01-10,NZL,New Zealand,New Zealand,,China PR,China PR,away,False,China PR,New Zealand,China PR,New Zealand,2,1,1,1587.0,1641.0,23.0,win,FIFA World Cup qualification,Kallang,Singapore,True,16223,2,1,0,0,0,0,False,,,1982_fifa_world_cup_qualification,1982-01-10|China PR|New Zealand,,FIFA World Cup qualification,completed
lead_in_010650,1982-01-20|Greece|Portugal,1982-01-20,POR,Portugal,Portugal,,Greece,Greece,away,False,Greece,Portugal,Greece,Portugal,2,1,1,1746.0,1669.0,11.0,win,Friendly,Athens,Greece,False,16213,0,0,0,0,0,0,False,,,1982_friendly,1982-01-20|Greece|Portugal,,Friendly,completed
lead_in_010651,1982-01-24|Burkina Faso|Senegal,1982-01-24,SEN,Senegal,Senegal,,Burkina Faso,Burkina Faso,away,False,Burkina Faso,Senegal,Burkina Faso,Senegal,0,0,0,1541.0,1294.0,-4.0,draw,Friendly,Bobo Dioulasso,Upper Volta,False,16209,0,0,0,0,0,0,False,,,1982_friendly,1982-01-24|Burkina Faso|Senegal,,Friendly,completed
lead_in_010652,1982-01-26|Brazil|German DR,1982-01-26,BRA,Brazil,Brazil,,German DR,German DR,home,True,Brazil,German DR,Brazil,German DR,3,1,2,2091.0,1912.0,5.0,win,Friendly,Natal,Brazil,False,16207,0,0,0,0,0,0,False,,,1982_friendly,1982-01-26|Brazil|German DR,,Friendly,completed
lead_in_010653,1982-01-31|Senegal|Benin,1982-01-31,SEN,Senegal,Senegal,,Benin,Benin,home,True,Senegal,Benin,Senegal,Benin,1,0,1,1537.0,1305.0,3.0,win,Friendly,Dakar,Senegal,False,16202,0,0,0,0,0,0,False,,,1982_friendly,1982-01-31|Senegal|Benin,,Friendly,completed
lead_in_010654,1982-02-07|Tunisia|Algeria,1982-02-07,TUN,Tunisia,Tunisia,ALG,Algeria,Algeria,home,True,Tunisia,Algeria,Tunisia,Algeria,0,1,-1,1654.0,1668.0,-12.0,loss,Friendly,Tunis,Tunisia,False,16195,0,0,0,0,0,0,False,,,1982_friendly,1982-02-07|Tunisia|Algeria,,Friendly,completed
lead_in_010655,1982-02-07|Tunisia|Algeria,1982-02-07,ALG,Algeria,Algeria,TUN,Tunisia,Tunisia,away,False,Tunisia,Algeria,Tunisia,Algeria,1,0,1,1668.0,1654.0,12.0,win,Friendly,Tunis,Tunisia,False,16195,0,0,0,0,0,0,False,,,1982_friendly,1982-02-07|Tunisia|Algeria,,Friendly,completed
lead_in_010656,1982-02-11|Cape Verde|Gambia,1982-02-11,CPV,Cape Verde,Cape Verde,,Gambia,Gambia,home,True,Cape Verde,Gambia,Cape Verde,Gambia,2,0,2,1220.0,1309.0,29.0,win,Amílcar Cabral Cup,Praia,Cape Verde,False,16191,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-11|Cape Verde|Gambia,,Amílcar Cabral Cup,completed
lead_in_010657,1982-02-11|Guinea|Senegal,1982-02-11,SEN,Senegal,Senegal,,Guinea,Guinea,away,False,Guinea,Senegal,Guinea,Senegal,1,1,0,1540.0,1502.0,-2.0,draw,Amílcar Cabral Cup,Praia,Cape Verde,True,16191,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-11|Guinea|Senegal,,Amílcar Cabral Cup,completed
lead_in_010658,1982-02-11|New Zealand|Hungary,1982-02-11,NZL,New Zealand,New Zealand,,Hungary,Hungary,home,True,New Zealand,Hungary,New Zealand,Hungary,1,2,-1,1610.0,1810.0,-7.0,loss,Friendly,Auckland,New Zealand,False,16191,0,0,0,0,0,0,False,,,1982_friendly,1982-02-11|New Zealand|Hungary,,Friendly,completed
lead_in_010659,1982-02-13|Benin|Ghana,1982-02-13,GHA,Ghana,Ghana,,Benin,Benin,away,False,Benin,Ghana,Benin,Ghana,4,0,4,1668.0,1302.0,13.0,win,West African Cup,Cotonou,Benin,False,16189,0,0,0,0,0,0,False,,,1982_west_african_cup,1982-02-13|Benin|Ghana,,West African Cup,completed
lead_in_010660,1982-02-13|Cape Verde|Mali,1982-02-13,CPV,Cape Verde,Cape Verde,,Mali,Mali,home,True,Cape Verde,Mali,Cape Verde,Mali,1,0,1,1249.0,1564.0,31.0,win,Amílcar Cabral Cup,Praia,Cape Verde,False,16189,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-13|Cape Verde|Mali,,Amílcar Cabral Cup,completed
lead_in_010661,1982-02-13|Guinea-Bissau|Senegal,1982-02-13,SEN,Senegal,Senegal,,Guinea-Bissau,Guinea-Bissau,away,False,Guinea-Bissau,Senegal,Guinea-Bissau,Senegal,1,0,1,1538.0,1248.0,6.0,win,Amílcar Cabral Cup,Praia,Cape Verde,True,16189,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-13|Guinea-Bissau|Senegal,,Amílcar Cabral Cup,completed
lead_in_010662,1982-02-14|New Zealand|Hungary,1982-02-14,NZL,New Zealand,New Zealand,,Hungary,Hungary,home,True,New Zealand,Hungary,New Zealand,Hungary,1,2,-1,1603.0,1817.0,-7.0,loss,Friendly,Christchurch,New Zealand,False,16188,0,0,0,0,0,0,False,,,1982_friendly,1982-02-14|New Zealand|Hungary,,Friendly,completed
lead_in_010663,1982-02-15|Cape Verde|Mauritania,1982-02-15,CPV,Cape Verde,Cape Verde,,Mauritania,Mauritania,home,True,Cape Verde,Mauritania,Cape Verde,Mauritania,1,2,-1,1280.0,994.0,-36.0,loss,Amílcar Cabral Cup,Praia,Cape Verde,False,16187,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-15|Cape Verde|Mauritania,,Amílcar Cabral Cup,completed
lead_in_010664,1982-02-15|Ghana|Ivory Coast,1982-02-15,GHA,Ghana,Ghana,CIV,Ivory Coast,Ivory Coast,home,True,Ghana,Ivory Coast,Ghana,Ivory Coast,5,5,0,1681.0,1532.0,-8.0,draw,West African Cup,Cotonou,Benin,True,16187,0,0,0,0,0,0,False,,,1982_west_african_cup,1982-02-15|Ghana|Ivory Coast,,West African Cup,completed
lead_in_010665,1982-02-15|Ghana|Ivory Coast,1982-02-15,CIV,Ivory Coast,Ivory Coast,GHA,Ghana,Ghana,away,False,Ghana,Ivory Coast,Ghana,Ivory Coast,5,5,0,1532.0,1681.0,8.0,draw,West African Cup,Cotonou,Benin,True,16187,0,0,0,0,0,0,False,,,1982_west_african_cup,1982-02-15|Ghana|Ivory Coast,,West African Cup,completed
lead_in_010666,1982-02-15|Senegal|Sierra Leone,1982-02-15,SEN,Senegal,Senegal,,Sierra Leone,Sierra Leone,home,True,Senegal,Sierra Leone,Senegal,Sierra Leone,2,0,2,1544.0,1385.0,17.0,win,Amílcar Cabral Cup,Praia,Cape Verde,True,16187,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-15|Senegal|Sierra Leone,,Amílcar Cabral Cup,completed
lead_in_010667,1982-02-17|Benin|Ivory Coast,1982-02-17,CIV,Ivory Coast,Ivory Coast,,Benin,Benin,away,False,Benin,Ivory Coast,Benin,Ivory Coast,3,3,0,1540.0,1306.0,-7.0,draw,West African Cup,Cotonou,Benin,False,16185,0,0,0,0,0,0,False,,,1982_west_african_cup,1982-02-17|Benin|Ivory Coast,,West African Cup,completed
lead_in_010668,1982-02-17|Cape Verde|Guinea,1982-02-17,CPV,Cape Verde,Cape Verde,,Guinea,Guinea,home,True,Cape Verde,Guinea,Cape Verde,Guinea,0,1,-1,1244.0,1505.0,-11.0,loss,Amílcar Cabral Cup,Praia,Cape Verde,False,16185,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-17|Cape Verde|Guinea,,Amílcar Cabral Cup,completed
lead_in_010669,1982-02-17|Germany|Portugal,1982-02-17,GER,Germany,Germany,POR,Portugal,Portugal,home,True,Germany,Portugal,Germany,Portugal,3,1,2,2112.0,1757.0,2.0,win,Friendly,Hanover,Germany,False,16185,0,0,0,0,0,0,False,,,1982_friendly,1982-02-17|Germany|Portugal,,Friendly,completed
lead_in_010670,1982-02-17|Germany|Portugal,1982-02-17,POR,Portugal,Portugal,GER,Germany,Germany,away,False,Germany,Portugal,Germany,Portugal,1,3,-2,1757.0,2112.0,-2.0,loss,Friendly,Hanover,Germany,False,16185,0,0,0,0,0,0,False,,,1982_friendly,1982-02-17|Germany|Portugal,,Friendly,completed
lead_in_010671,1982-02-17|Ghana|Niger,1982-02-17,GHA,Ghana,Ghana,,Niger,Niger,home,True,Ghana,Niger,Ghana,Niger,2,2,0,1673.0,1216.0,-17.0,draw,West African Cup,Cotonou,Benin,True,16185,0,0,0,0,0,0,False,,,1982_west_african_cup,1982-02-17|Ghana|Niger,,West African Cup,completed
lead_in_010672,1982-02-17|Mali|Senegal,1982-02-17,SEN,Senegal,Senegal,,Mali,Mali,away,False,Mali,Senegal,Mali,Senegal,1,0,1,1561.0,1521.0,18.0,win,Amílcar Cabral Cup,Praia,Cape Verde,True,16185,0,0,0,0,0,0,False,,,1982_am_lcar_cabral_cup,1982-02-17|Mali|Senegal,,Amílcar Cabral Cup,completed
lead_in_010673,1982-02-18|India|South Korea,1982-02-18,KOR,South Korea,South Korea,,India,India,away,False,India,South Korea,India,South Korea,2,2,0,1685.0,1230.0,-15.0,draw,Nehru Cup,Calcutta,India,False,16184,0,0,0,0,0,0,False,,,1982_nehru_cup,1982-02-18|India|South Korea,,Nehru Cup,completed
